,date,district,market,commodity,unit,pricetype,currency,price,standardized_price
2781,2013-09-15,Kitui,Kitui,Maize,KG,Retail,KES,34.0,34.0
2782,2013-09-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,2222.22,44.444399999999995
2783,2013-09-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3200.0,35.55555555555556
2784,2013-09-15,Kitui,Kitui,Beans,KG,Retail,KES,78.0,78.0
2785,2013-09-15,Marsabit,Marsabit,Maize,KG,Retail,KES,43.75,43.75
2786,2013-09-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,32.43,32.43
2787,2013-09-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,2860.0,31.77777777777778
2788,2013-09-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,1908.32,38.1664
2789,2013-09-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3343.0,37.144444444444446
2790,2013-09-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,57.0,114.0
2791,2013-09-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,219.0,219.0
2792,2013-09-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,72.53,72.53
2793,2013-09-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,5555.0,61.72222222222222
2794,2013-09-15,Mandera,Mandera,Maize,KG,Retail,KES,67.0,67.0
2795,2013-09-15,Kisumu,Kisumu,Maize,KG,Wholesale,KES,33.11,33.11
2796,2013-09-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3480.0,38.66666666666667
2797,2013-09-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,1927.77,38.5554
2798,2013-09-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3550.0,39.44444444444444
2799,2013-09-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,82.64,82.64
2800,2013-09-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,7040.0,78.22222222222223
2801,2013-09-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,32.13,32.13
2802,2013-09-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,69.22,69.22
2803,2013-09-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,71.88,71.88
2804,2013-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2600.0,28.88888888888889
2805,2013-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1213.88,24.277600000000003
2806,2013-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,4500.0,50.0
2807,2013-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,76.57,76.57
2808,2013-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,7133.0,79.25555555555556
2809,2013-10-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,2889.0,32.1
2810,2013-10-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,66.52,66.52
2811,2013-10-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,6188.0,68.75555555555556
2812,2013-10-15,Kitui,Kitui,Maize,KG,Retail,KES,37.0,37.0
2813,2013-10-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,2184.99,43.699799999999996
2814,2013-10-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3467.0,38.522222222222226
2815,2013-10-15,Kitui,Kitui,Beans,KG,Retail,KES,77.0,77.0
2816,2013-10-15,Marsabit,Marsabit,Maize,KG,Retail,KES,52.38,52.38
2817,2013-10-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,33.7,33.7
2818,2013-10-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3151.0,35.01111111111111
2819,2013-10-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,1822.77,36.4554
2820,2013-10-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3471.0,38.56666666666667
2821,2013-10-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,45.0,90.0
2822,2013-10-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,219.0,219.0
2823,2013-10-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,71.22,71.22
2824,2013-10-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6297.0,69.96666666666667
2825,2013-10-15,Mandera,Mandera,Maize,KG,Retail,KES,69.0,69.0
2826,2013-10-15,Kisumu,Kisumu,Maize,KG,Wholesale,KES,34.98,34.98
2827,2013-10-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
2828,2013-10-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,1944.43,38.888600000000004
2829,2013-10-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2830,2013-10-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,84.95,84.95
2831,2013-10-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,7200.0,80.0
2832,2013-10-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,32.02,32.02
2833,2013-10-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,67.54,67.54
2834,2013-10-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,74.17,74.17
2835,2013-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2600.0,28.88888888888889
2836,2013-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1528.88,30.577600000000004
2837,2013-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,6686.0,74.28888888888889
2838,2013-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,80.76,80.76
2839,2013-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,7881.0,87.56666666666668
2840,2013-11-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,2847.0,31.633333333333333
2841,2013-11-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,70.36,70.36
2842,2013-11-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,5505.0,61.16666666666667
2843,2013-11-15,Kitui,Kitui,Maize,KG,Retail,KES,38.0,38.0
2844,2013-11-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,2184.99,43.699799999999996
2845,2013-11-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2846,2013-11-15,Kitui,Kitui,Beans,KG,Retail,KES,78.0,78.0
2847,2013-11-15,Marsabit,Marsabit,Maize,KG,Retail,KES,55.34,55.34
2848,2013-11-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,34.18,34.18
2849,2013-11-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3188.0,35.422222222222224
2850,2013-11-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,1811.11,36.2222
2851,2013-11-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3412.0,37.91111111111111
2852,2013-11-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,45.0,90.0
2853,2013-11-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,224.0,224.0
2854,2013-11-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,60.92,60.92
2855,2013-11-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6212.0,69.02222222222223
2856,2013-11-15,Mandera,Mandera,Maize,KG,Retail,KES,67.0,67.0
2857,2013-11-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
2858,2013-11-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,2033.33,40.6666
2859,2013-11-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2860,2013-11-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,85.47,85.47
2861,2013-11-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,6993.0,77.7
2862,2013-11-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,28.38,28.38
2863,2013-11-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,63.7,63.7
2864,2013-11-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,74.58,74.58
2865,2013-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,30.04,30.04
2866,2013-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2780.0,30.88888888888889
2867,2013-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1550.0,31.0
2868,2013-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,7195.0,79.94444444444444
2869,2013-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,73.0,73.0
2870,2013-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,8545.0,94.94444444444444
2871,2013-12-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,2906.0,32.28888888888889
2872,2013-12-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,70.17,70.17
2873,2013-12-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,5189.0,57.65555555555556
2874,2013-12-15,Kitui,Kitui,Maize,KG,Retail,KES,38.0,38.0
2875,2013-12-15,Kitui,Kitui,Beans,KG,Retail,KES,73.0,73.0
2876,2013-12-15,Marsabit,Marsabit,Maize,KG,Retail,KES,56.77,56.77
2877,2013-12-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,34.05,34.05
2878,2013-12-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3008.0,33.422222222222224
2879,2013-12-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,1935.0,38.7
2880,2013-12-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3415.0,37.94444444444444
2881,2013-12-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,43.0,86.0
2882,2013-12-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,180.0,180.0
2883,2013-12-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,61.09,61.09
2884,2013-12-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6000.0,66.66666666666667
2885,2013-12-15,Mandera,Mandera,Maize,KG,Retail,KES,64.0,64.0
2886,2013-12-15,Kisumu,Kisumu,Maize,KG,Wholesale,KES,35.06,35.06
2887,2013-12-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
2888,2013-12-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,1944.43,38.888600000000004
2889,2013-12-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2890,2013-12-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,85.14,85.14
2891,2013-12-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,6831.0,75.9
2892,2013-12-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,28.85,28.85
2893,2013-12-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,71.93,71.93
2894,2013-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,29.21,29.21
2895,2013-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2700.0,30.0
2896,2013-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1871.66,37.4332
2897,2013-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,7200.0,80.0
2898,2013-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,71.01,71.01
2899,2013-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,8550.0,95.0
2900,2014-01-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,3000.0,33.333333333333336
2901,2014-01-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,79.99,79.99
2902,2014-01-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,5738.0,63.75555555555556
2903,2014-01-15,Kitui,Kitui,Maize,KG,Retail,KES,37.0,37.0
2904,2014-01-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,1583.33,31.6666
2905,2014-01-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2906,2014-01-15,Kitui,Kitui,Beans,KG,Retail,KES,74.0,74.0
2907,2014-01-15,Marsabit,Marsabit,Maize,KG,Retail,KES,53.36,53.36
2908,2014-01-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,32.7,32.7
2909,2014-01-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3225.0,35.833333333333336
2910,2014-01-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,1635.55,32.711
2911,2014-01-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3483.0,38.7
2912,2014-01-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,45.0,90.0
2913,2014-01-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,226.25,226.25
2914,2014-01-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,65.32,65.32
2915,2014-01-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6000.0,66.66666666666667
2916,2014-01-15,Mandera,Mandera,Maize,KG,Retail,KES,60.0,60.0
2917,2014-01-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
2918,2014-01-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,1944.43,38.888600000000004
2919,2014-01-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2920,2014-01-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,85.17,85.17
2921,2014-01-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,6800.0,75.55555555555556
2922,2014-01-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,29.16,29.16
2923,2014-01-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,63.83,63.83
2924,2014-01-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,84.0,84.0
2925,2014-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,29.85,29.85
2926,2014-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2794.0,31.044444444444444
2927,2014-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1624.44,32.488800000000005
2928,2014-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,7200.0,80.0
2929,2014-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,75.44,75.44
2930,2014-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,8353.0,92.81111111111112
2931,2014-02-15,Mombasa,Mombasa,Maize,KG,Wholesale,KES,35.06,35.06
2932,2014-02-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,2987.0,33.18888888888889
2933,2014-02-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,82.74,82.74
2934,2014-02-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,5947.0,66.07777777777778
2935,2014-02-15,Kitui,Kitui,Maize,KG,Retail,KES,35.0,35.0
2936,2014-02-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,2055.55,41.111000000000004
2937,2014-02-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2938,2014-02-15,Kitui,Kitui,Beans,KG,Retail,KES,78.75,78.75
2939,2014-02-15,Marsabit,Marsabit,Maize,KG,Retail,KES,50.96,50.96
2940,2014-02-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,33.05,33.05
2941,2014-02-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3235.0,35.94444444444444
2942,2014-02-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,1683.88,33.677600000000005
2943,2014-02-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2944,2014-02-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,43.33,86.66
2945,2014-02-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,226.25,226.25
2946,2014-02-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,68.41,68.41
2947,2014-02-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6147.0,68.3
2948,2014-02-15,Mandera,Mandera,Maize,KG,Retail,KES,57.0,57.0
2949,2014-02-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
2950,2014-02-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,1944.43,38.888600000000004
2951,2014-02-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3748.0,41.644444444444446
2952,2014-02-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,85.14,85.14
2953,2014-02-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,7200.0,80.0
2954,2014-02-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,28.86,28.86
2955,2014-02-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,65.11,65.11
2956,2014-02-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,78.05,78.05
2957,2014-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,29.71,29.71
2958,2014-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2840.0,31.555555555555557
2959,2014-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1604.44,32.0888
2960,2014-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,5712.0,63.46666666666667
2961,2014-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,75.27,75.27
2962,2014-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,8094.0,89.93333333333334
2963,2014-03-15,Mombasa,Mombasa,Maize,KG,Wholesale,KES,35.0,35.0
2964,2014-03-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,2990.0,33.22222222222222
2965,2014-03-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,83.67,83.67
2966,2014-03-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,6306.0,70.06666666666666
2967,2014-03-15,Kitui,Kitui,Maize,KG,Retail,KES,36.0,36.0
2968,2014-03-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,2148.15,42.963
2969,2014-03-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2970,2014-03-15,Kitui,Kitui,Beans,KG,Retail,KES,79.0,79.0
2971,2014-03-15,Marsabit,Marsabit,Maize,KG,Retail,KES,48.16,48.16
2972,2014-03-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,33.0,33.0
2973,2014-03-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3168.75,35.208333333333336
2974,2014-03-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,1781.94,35.6388
2975,2014-03-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3668.75,40.76388888888889
2976,2014-03-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,42.5,85.0
2977,2014-03-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,226.25,226.25
2978,2014-03-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,68.62,68.62
2979,2014-03-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6458.75,71.76388888888889
2980,2014-03-15,Mandera,Mandera,Maize,KG,Retail,KES,57.0,57.0
2981,2014-03-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
2982,2014-03-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,2125.0,42.5
2983,2014-03-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
2984,2014-03-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,84.76,84.76
2985,2014-03-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,7660.0,85.11111111111111
2986,2014-03-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,29.58,29.58
2987,2014-03-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,66.0,66.0
2988,2014-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,3007.5,33.41666666666667
2989,2014-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1599.99,31.9998
2990,2014-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,4488.75,49.875
2991,2014-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,83.21,83.21
2992,2014-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,8481.25,94.23611111111111
2993,2014-04-15,Mombasa,Mombasa,Maize,KG,Wholesale,KES,39.3,39.3
2994,2014-04-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,3000.0,33.333333333333336
2995,2014-04-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,81.5,81.5
2996,2014-04-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,6500.0,72.22222222222223
2997,2014-04-15,Kitui,Kitui,Maize,KG,Retail,KES,36.0,36.0
2998,2014-04-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,2370.55,47.411
2999,2014-04-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
3000,2014-04-15,Kitui,Kitui,Beans,KG,Retail,KES,80.0,80.0
3001,2014-04-15,Marsabit,Marsabit,Maize,KG,Retail,KES,44.7,44.7
3002,2014-04-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,33.04,33.04
3003,2014-04-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3105.0,34.5
3004,2014-04-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2011.1,40.222
3005,2014-04-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3800.0,42.22222222222222
3006,2014-04-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,45.0,90.0
3007,2014-04-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,230.0,230.0
3008,2014-04-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,67.07,67.07
3009,2014-04-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6660.0,74.0
3010,2014-04-15,Mandera,Mandera,Maize,KG,Retail,KES,56.0,56.0
3011,2014-04-15,Kisumu,Kisumu,Maize,KG,Wholesale,KES,35.1,35.1
3012,2014-04-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
3013,2014-04-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,2155.55,43.111000000000004
3014,2014-04-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
3015,2014-04-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,85.2,85.2
3016,2014-04-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,8000.0,88.88888888888889
3017,2014-04-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,72.61,72.61
3018,2014-04-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,70.1,70.1
3019,2014-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,3000.0,33.333333333333336
3020,2014-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,2019.44,40.3888
3021,2014-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,4950.0,55.0
3022,2014-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,91.2,91.2
3023,2014-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,9000.0,100.0
3024,2014-05-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,3095.0,34.38888888888889
3025,2014-05-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,78.98,78.98
3026,2014-05-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,6290.0,69.88888888888889
3027,2014-05-15,Kitui,Kitui,Maize,KG,Retail,KES,37.0,37.0
3028,2014-05-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,2611.11,52.2222
3029,2014-05-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
3030,2014-05-15,Kitui,Kitui,Beans,KG,Retail,KES,81.0,81.0
3031,2014-05-15,Marsabit,Marsabit,Maize,KG,Retail,KES,46.67,46.67
3032,2014-05-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,35.87,35.87
3033,2014-05-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3100.0,34.44444444444444
3034,2014-05-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2206.11,44.12220000000001
3035,2014-05-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3981.0,44.233333333333334
3036,2014-05-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,45.0,90.0
3037,2014-05-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,202.25,202.25
3038,2014-05-15,Nairobi,Nairobi,Beans,KG,Wholesale,KES,68.89,68.89
3039,2014-05-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6824.0,75.82222222222222
3040,2014-05-15,Mandera,Mandera,Maize,KG,Retail,KES,56.0,56.0
3041,2014-05-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3733.0,41.47777777777778
3042,2014-05-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,2383.33,47.6666
3043,2014-05-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
3044,2014-05-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,84.88,84.88
3045,2014-05-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,7829.0,86.9888888888889
3046,2014-05-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,34.73,34.73
3047,2014-05-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,72.29,72.29
3048,2014-05-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,75.02,75.02
3049,2014-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,35.73,35.73
3050,2014-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,3110.0,34.55555555555556
3051,2014-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,2073.88,41.4776
3052,2014-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,5871.0,65.23333333333333
3053,2014-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,94.22,94.22
